,Close,Open,High,Low,Volume
2020-12-15 21:50:12.622397,139.67183745032304,142.2977165866002,144.08854033762142,138.8249589843193,64305901.25030298
2020-12-16 21:50:12.622397,139.64474658040643,141.58217338410213,141.889430840707,139.33825782796768,41035072.88606894
2020-12-17 21:50:12.622397,136.8884704568087,141.7300392356715,142.1672520127852,136.67018467029246,61151183.43063339
2020-12-18 21:50:12.622397,135.17237650185754,136.35050598158819,139.65934618945892,133.96557440005526,64338961.16931299
2020-12-21 21:50:12.622397,135.4239852370135,134.2726468918076,136.01031668699218,133.58300315586533,48812259.56489412
2020-12-22 21:50:12.622397,132.00954098849704,134.18065399031718,136.0291501623143,131.96371552810888,55214798.79785037
2020-12-23 21:50:12.622397,132.54203670269683,132.34483949795634,133.29059967059237,129.73962575617125,50448159.646883346
2020-12-24 21:50:12.622397,130.5363784645792,131.8108244166367,133.157118158796,129.68139705710897,54985984.72910628
2020-12-25 21:50:12.622397,129.472331443518,129.13122575840683,132.17628699241632,128.0842315289217,63080713.75908723
2020-12-28 21:50:12.622397,127.65713686182876,129.72388233290644,131.78128145869354,126.3884002267962,63037920.53575049
2020-12-29 21:50:12.622397,132.07234877668284,129.24838276479574,134.5552090673616,128.70529199108952,67138007.50031216
2020-12-30 21:50:12.622397,132.08867701876747,132.06833977895138,134.56001016639792,130.93717677656906,59841297.84053823
2020-12-31 21:50:12.622397,129.36187277698087,132.64245270421625,133.1592465051644,129.2355245484709,59590589.9813996
2021-01-01 21:50:12.622397,131.50203084601884,129.41480077233012,132.64385342212464,127.77835267820008,47919318.01539068
2021-01-04 21:50:12.622397,128.51411309229564,131.4370098948974,132.13971037972513,126.2097182380201,55644513.29691024
2021-01-05 21:50:12.622397,129.16845953261154,129.10468458767144,132.57301428426527,128.61044966247422,51195829.90706592
2021-01-06 21:50:12.622397,124.10029782253828,128.98098795403962,128.9853417157971,123.94674983171852,60405070.96319975
2021-01-07 21:50:12.622397,118.86655847491109,124.2662151515972,124.67358611555488,118.39385030935783,84352584.9193805
2021-01-08 21:50:12.622397,119.02464975885185,119.05775403036833,120.15816929967541,117.61536153388967,56072465.00922403
2021-01-11 21:50:12.622397,120.13528023749816,118.62705359759137,121.35332698110145,118.1526651228208,49579237.479615144
2021-01-12 21:50:12.622397,120.12112295387746,120.73117666584334,120.83462778405718,119.79764307302162,51877156.68839913
2021-01-13 21:50:12.622397,119.38226016736324,120.0160411416475,121.1266991415941,119.32866585334534,57787238.64627459
2021-01-14 21:50:12.622397,118.44905737549011,118.93114734110925,119.23487817185553,118.23288662504478,63441999.700773604
2021-01-15 21:50:12.622397,115.0309727925268,118.76680280170804,119.83017700278128,114.2601327586137,74508457.95950529
2021-01-18 21:50:12.622397,113.21139067655405,114.514214562685,114.98154803327306,111.88487253049756,58324609.261681326
2021-01-19 21:50:12.622397,111.83027388479957,113.2273428166372,114.3548781275172,110.51495602117038,62304533.18536073
2021-01-20 21:50:12.622397,113.78761196199818,111.8251749853382,114.5285243421884,111.27995982996194,60134227.938671835
2021-01-21 21:50:12.622397,114.29995831928629,114.40541927837867,115.38753387768965,112.94905729265369,53347706.93188236
2021-01-22 21:50:12.622397,110.15913443509145,114.57124826044839,114.84005597612438,109.62937024269095,57901723.25507582
2021-01-25 21:50:12.622397,111.00241864918515,110.14534969452691,111.04486374843374,109.92227867641023,45765535.620703645
2021-01-26 21:50:12.622397,110.07567209755253,111.45628883469027,113.07083506581876,109.49414557276673,54832160.50664464
2021-01-27 21:50:12.622397,108.546728997555,110.84081224911839,111.17297627989004,107.42208974279667,51724278.12507623
2021-01-28 21:50:12.622397,109.6271556457643,108.84947141833308,109.68219353943002,107.30057073377033,44424150.245061964
2021-01-29 21:50:12.622397,111.68703608852191,109.63283028709887,114.61412221390606,108.56925560314288,64594200.29977535
2021-02-01 21:50:12.622397,113.93780395497777,110.9544605853983,115.20475476484833,110.5133525111816,48760199.34089426
2021-02-02 21:50:12.622397,112.27311317824332,113.33102039631152,114.99038740140018,110.88356077431709,59545152.92412841
2021-02-03 21:50:12.622397,111.76921302131277,112.10177053935928,113.21926687419139,111.34474972320021,53068269.7835281
2021-02-04 21:50:12.622397,112.76621018028375,111.42858952550162,113.0826732180135,110.3499097908322,64649260.04997488
2021-02-05 21:50:12.622397,115.24053343097141,112.66078995403306,117.26717705798421,112.3111948418582,60468132.66951323
2021-02-08 21:50:12.622397,114.4132974117946,115.27317526879125,115.70211306241413,113.71043004587023,44245360.91958455
2021-02-09 21:50:12.622397,114.07475784748712,114.71631688500004,115.16274598108959,113.26506777336859,52546044.91350275
2021-02-10 21:50:12.622397,111.74086442255154,114.03454719230895,114.0951230884431,110.64704476807809,68567880.97317336
2021-02-11 21:50:12.622397,109.15218787938964,112.01267499367219,113.38322722925949,107.65490024171332,73985827.05010688
2021-02-12 21:50:12.622397,111.79626259029259,109.18737549658348,111.99388181806454,107.43078990271565,55798783.4810695
2021-02-15 21:50:12.622397,114.65573072804449,109.68501849037888,114.32352522922362,108.77657460155707,58126203.7537906
2021-02-16 21:50:12.622397,114.49972909583244,113.07907447535072,114.95488679650623,111.84553819442571,58924568.31737495
2021-02-17 21:50:12.622397,116.84145004278625,113.37635457613834,116.01351971228117,112.85149063351153,52697370.81479674
2021-02-18 21:50:12.622397,117.99950136183871,115.07822846616472,117.8614812794933,114.90567934289905,57467517.467816554
2021-02-19 21:50:12.622397,115.96251614405638,117.27676438126282,117.35126394695868,114.30059723976932,52095501.92989496
2021-02-22 21:50:12.622397,117.183206872315,116.85006473459731,118.63327656159882,116.23699637230166,45096318.18462773
2021-02-23 21:50:12.622397,121.12897919406693,117.89729898329266,121.68290402071113,117.31529325162128,62492959.97239341
2021-02-24 21:50:12.622397,121.53550988977827,120.9997086087068,121.58755550460735,119.43147608056623,46822527.67928371
2021-02-25 21:50:12.622397,125.82738476957628,122.44139069551868,125.90039325935747,121.08577249184552,72365725.52617109
2021-02-26 21:50:12.622397,116.88853905084115,125.92091695627671,126.98926890288982,116.46130450095498,102435191.94161323
2021-03-01 21:50:12.622397,119.92363046911082,116.69153161734855,122.61818173104838,116.51497823993411,56988906.13845216
2021-03-02 21:50:12.622397,120.35949567200699,119.55582309735456,121.08971708702708,117.88707582796934,58269281.44833729
2021-03-03 21:50:12.622397,119.65595017779704,120.17747017739808,120.43138557367695,118.94836562370183,43517113.374993145
2021-03-04 21:50:12.622397,119.8235929139696,119.42371184749932,121.26157063736474,118.55909571991528,51473124.11290605
2021-03-05 21:50:12.622397,114.87399128270235,119.9256923342489,120.51560975002982,114.64953858772401,58880150.373697996
2021-03-08 21:50:12.622397,114.05748111194343,114.9662201531991,117.12362186851803,113.5419990424395,62866502.707100354
2021-03-09 21:50:12.622397,114.58714645123345,114.059218218874,115.29725611339772,113.1589048901496,57890379.976822935
2021-03-10 21:50:12.622397,117.73598157304045,114.83748394146774,118.48403171807021,114.82939365739783,67569889.90929674
2021-03-11 21:50:12.622397,116.46708685307016,118.43689111238172,119.84589531800889,116.21597265793581,62597851.32720092
2021-03-12 21:50:12.622397,114.46099748311818,117.02004587289083,117.75065513433853,114.03536524184241,62150307.55084479
2021-03-15 21:50:12.622397,113.35028493105109,113.61118296997101,113.82082441168339,112.52457160726307,65169066.38156041
2021-03-16 21:50:12.622397,115.45926155995053,111.90284648938824,116.15749528394956,111.54528928754627,64285447.71082889
2021-03-17 21:50:12.622397,116.33194543862476,115.99864099501275,118.89772334078208,114.08046743630285,62897678.31921339
2021-03-18 21:50:12.622397,115.08059176181965,115.53688714779834,116.57332950733688,114.91960870646913,55787205.34311475
2021-03-19 21:50:12.622397,116.24260939533406,114.95126108453267,117.72455740984628,113.80621063459961,46595227.09441021
2021-03-22 21:50:12.622397,116.63480616239684,115.562524438151,117.39470757410106,113.95594888615099,52266672.03472449
2021-03-23 21:50:12.622397,119.17994921061731,115.58393796716896,120.53584241480608,115.40159108303955,51719928.26928524
2021-03-24 21:50:12.622397,117.80096626763556,119.50260671285174,119.74339434822475,116.50825578437274,57884186.11309718
2021-03-25 21:50:12.622397,117.17823563241855,118.24811232478913,118.25582365694673,115.4476010607213,52281461.09205103
2021-03-26 21:50:12.622397,116.44718267599929,116.84046327451406,117.54009741334,115.58620550250136,55734109.25853897
2021-03-29 21:50:12.622397,113.15663437012341,114.9385848004261,115.70676589980692,111.80792119822111,51724458.09803196
2021-03-30 21:50:12.622397,113.67902706687468,112.84757845358533,114.51362869830598,111.77550859600586,45918662.41678264
2021-03-31 21:50:12.622397,114.00755229873687,113.90172655755002,114.10103342559769,113.62493998351368,51264489.56747674
2021-04-01 21:50:12.622397,113.85242096585942,113.16451685862575,114.37304577711635,111.43004367513686,59813574.56644996
2021-04-02 21:50:12.622397,113.18048174108128,113.95680081973423,115.61580936367224,112.95833035427589,50494053.880537815
2021-04-05 21:50:12.622397,109.88881356265242,113.17181786055737,113.96912071862351,109.55727900235188,62798343.39934992
2021-04-06 21:50:12.622397,108.83118566023504,110.20710184064289,111.07669834767924,108.64014750032138,59544764.353015766
2021-04-07 21:50:12.622397,107.85942684202817,108.89625602661603,108.98754008598446,105.87072165073575,56746616.84747558
2021-04-08 21:50:12.622397,105.84302237742372,107.33465355082186,108.84856498780192,104.90068305831385,54655452.15318298
2021-04-09 21:50:12.622397,105.09393847999765,106.47626609855804,106.91256622355677,105.02659663396383,51640879.63677358
2021-04-12 21:50:12.622397,105.5292190064291,105.01063599402286,106.43791835299405,104.44747349916074,46187266.205779955
2021-04-13 21:50:12.622397,109.37504085308964,105.51481187278003,110.90997733123407,103.19757173386064,80554085.5821574
2021-04-14 21:50:12.622397,110.03727148598593,108.86465974733709,110.80522520469927,108.68816403306208,45184969.23993229
2021-04-15 21:50:12.622397,110.79366191606388,109.79338363888954,111.28452661097232,109.63632555418563,50686355.903204076
2021-04-16 21:50:12.622397,110.98814580873348,110.30350925226232,111.52032616253317,109.36635741390101,41227375.42027772
2021-04-19 21:50:12.622397,107.2134926201031,110.89217099615435,111.22105005680461,106.47065580515887,59810879.97849986
2021-04-20 21:50:12.622397,107.28370159258499,108.13108384262064,108.63193058193771,106.65869751735016,55973463.0140583
2021-04-21 21:50:12.622397,107.34232085690643,106.54778842842113,107.55409895370614,105.69546950978712,44263981.12574051
2021-04-22 21:50:12.622397,112.65162153092338,106.4763037304404,113.0023157995232,104.4447335797337,61685142.64948648
2021-04-23 21:50:12.622397,112.17128817619671,113.48027014562506,115.4093863666548,111.73039583538889,51603731.01576912
2021-04-26 21:50:12.622397,112.97812639148462,112.0538876436372,114.18873576835584,110.93152024361508,43080541.52172405
2021-04-27 21:50:12.622397,113.31168774712148,112.60017346931754,113.52770015303058,111.03114125410897,42924539.57970494
2021-04-28 21:50:12.622397,111.11311029639126,113.90085452324644,114.97301531845832,110.3235970886451,67154831.68506506
2021-04-29 21:50:12.622397,113.97472266584951,110.7766511650713,115.15153892135363,110.30104177948697,69524070.99464388
2021-04-30 21:50:12.622397,115.84069767405138,115.0153174192828,116.30165914494354,114.57867367264222,67770715.01127481
2021-05-03 21:50:12.622397,117.9744320772527,116.23335470358754,120.108950967888,115.58695922809193,67510416.06192644
2021-05-04 21:50:12.622397,116.20740820577214,117.68662672085269,117.94323757984326,116.05626850952865,61762047.4271468
2021-05-05 21:50:12.622397,119.7548263575602,117.46088418659518,120.76990889692576,115.50038036387056,53389363.464205414
2021-05-06 21:50:12.622397,115.39775247182837,119.39213993042796,120.17068280876775,114.31006171740127,76284370.88286221
2021-05-07 21:50:12.622397,117.59365522297209,115.82593316207645,118.8749945401001,113.95560055923347,67637908.02487566
2021-05-10 21:50:12.622397,123.03210556518596,117.76962976552765,123.99761466442901,117.39037840024159,81291089.4224291
2021-05-11 21:50:12.622397,119.79092092269244,123.83288542386532,124.29169629307845,118.20317359300238,63563576.74353838
2021-05-12 21:50:12.622397,113.63882964043707,120.72619524412747,122.42308282798814,117.04707174474272,48678901.94382969
2021-05-13 21:50:12.622397,113.86301992514032,118.73620039324106,118.96999046767478,118.04052000683379,58028164.97801874
2021-05-14 21:50:12.622397,112.98402613826578,118.50331164045512,119.57253997156819,117.16350444061189,58770194.485592
2021-05-17 21:50:12.622397,109.61311153821866,118.30459712272429,119.37851441450373,112.89093606190407,77672346.1604322
2021-05-18 21:50:12.622397,109.42153582175513,114.12354960535369,116.04815929796392,113.87415079905824,43868031.19420417
2021-05-19 21:50:12.622397,111.6502637514207,115.46220992484157,116.0519817583768,110.52318583695711,54998551.91856931
2021-05-20 21:50:12.622397,112.35469832193681,111.72648478005458,113.51260402987917,110.78246141226404,47018173.179867744
2021-05-21 21:50:12.622397,109.9855588642187,112.14947035849595,112.88722832647629,108.33685778264469,67753572.90547079
2021-05-24 21:50:12.622397,113.02519766817392,110.08711969747753,113.99102649519037,109.98601044182824,55661911.53342819
2021-05-25 21:50:12.622397,111.23686041927603,112.26390159238349,113.48974919177715,111.13960010464702,47925418.44466275
2021-05-26 21:50:12.622397,110.39719017844334,110.69646394335993,111.68193644713007,109.79186071642627,64515309.088526614
2021-05-27 21:50:12.622397,112.18820099462779,111.05980179088428,112.3809844585432,110.00518394210988,47013479.5631036
2021-05-28 21:50:12.622397,109.50514795037053,111.81972205762047,112.43836603408784,109.44008526821311,70431015.40431735
2021-05-31 21:50:12.622397,110.03055603180914,108.93193724012326,111.3240693130581,106.91070153376317,49571725.18217618
2021-06-01 21:50:12.622397,112.81956854721686,110.32579703559203,113.82938248146958,110.07840826645275,71058399.33583432
2021-06-02 21:50:12.622397,109.39747609250301,113.48842170298548,114.16620658184611,109.01849423841601,66829886.12060682
2021-06-03 21:50:12.622397,110.00007232005305,109.79073448057855,111.04325581054546,108.0213828403703,61220475.03217833
2021-06-04 21:50:12.622397,110.49793918805496,110.54789890741736,111.0599637309399,110.20770583102436,61166708.0753385
2021-06-07 21:50:12.622397,112.35627472908624,110.07981769968212,113.89233983883791,109.70952356340801,46883501.877777874
2021-06-08 21:50:12.622397,109.80332785453955,111.55752797966028,112.50373016427217,108.74888123067574,51048502.345766224
2021-06-09 21:50:12.622397,106.8211314162884,110.62758501056317,111.9910957883837,106.32710117644513,57399931.74969958
2021-06-10 21:50:12.622397,107.84172843553604,106.64878628893669,108.43733823447802,105.39100343484901,58462763.35379177
2021-06-11 21:50:12.622397,108.40946355596911,107.70647710531998,109.08770669497494,107.52094797405726,60798541.34921677
2021-06-14 21:50:12.622397,108.88370165885843,109.12940762804928,109.88979058602067,108.15251366128673,51346352.60332026
2021-06-15 21:50:12.622397,109.48917107394819,109.18652357084484,110.12642713767941,107.51811925045693,55030749.165113926
2021-06-16 21:50:12.622397,108.04558748661324,109.73874494528799,110.02455101637733,107.08667861105373,49579328.615725
2021-06-17 21:50:12.622397,108.67721592258076,109.21518223793692,109.80367935315209,107.85034896123494,59369323.596715264
2021-06-18 21:50:12.622397,109.42141999546021,108.32753707421506,110.52499485220713,108.2624473961219,63396667.772147894
2021-06-21 21:50:12.622397,107.98335710681519,109.9290479171773,112.08654365421089,107.56404476731015,51374488.00550915
2021-06-22 21:50:12.622397,112.08913580262632,108.01413944994289,112.48105551897802,106.66449748406028,68516550.61516754
2021-06-23 21:50:12.622397,113.91100930077272,112.23966718473153,115.69349193119771,110.74376226948705,48449259.46330984
2021-06-24 21:50:12.622397,111.63820277891794,114.7815562064578,114.89099376232912,111.24809499421019,61498210.28891775
2021-06-25 21:50:12.622397,113.35304620713477,111.92167213461317,113.65167278524234,111.05700027261572,57686125.34224023
2021-06-28 21:50:12.622397,111.4561959894267,113.65813370874294,114.43003471252375,111.03360634631929,50126459.4246409
2021-06-29 21:50:12.622397,113.4965700905179,112.05388392936321,113.83938137255168,110.6753722005862,57701611.494325295
2021-06-30 21:50:12.622397,116.30234480194764,113.28946567527646,116.68550030236742,112.61315669563136,58082142.1181566
2021-07-01 21:50:12.622397,114.60897492927474,115.8143345414877,116.6619457273633,111.86947159602832,57834208.90738006
2021-07-02 21:50:12.622397,117.08139860126424,114.01025237565757,117.47368922784175,113.54027846391035,62750361.27071845
2021-07-05 21:50:12.622397,118.34058201194712,115.93027970309947,118.71472281174266,114.87128705055734,44467026.77574555
2021-07-06 21:50:12.622397,120.79610779415603,119.55724575441839,121.36296477778417,118.91447025009937,66560846.46473982
2021-07-07 21:50:12.622397,125.99973594212355,120.12979141083036,127.93455276256535,119.61541216448565,77144966.45149387
2021-07-08 21:50:12.622397,125.74089027160107,125.86034645138332,126.8128433059198,125.38882420112326,48298956.73583707
2021-07-09 21:50:12.622397,124.61269344287705,125.56685651776581,126.33591432956096,123.01885879251131,44759295.24203748
2021-07-12 21:50:12.622397,122.93560112165221,124.8042273258589,126.07309084883117,122.30212094981744,62564421.31168928
2021-07-13 21:50:12.622397,121.28341483677755,123.43701684455631,123.7383024999598,120.27156936820549,67100545.273392424
2021-07-14 21:50:12.622397,121.18636953750851,121.80522065200148,121.85309898042863,118.53954199913741,45161668.26634731
2021-07-15 21:50:12.622397,121.79211694248059,120.83306434781151,121.95592342342303,120.1437030056316,48787523.615926616
2021-07-16 21:50:12.622397,122.29485632533222,121.69034640593507,122.70314989177501,120.98375347515699,45475436.63500352
2021-07-19 21:50:12.622397,124.25701467228126,122.46764669755913,126.03558830439539,121.71889757282622,59742210.77560685
2021-07-20 21:50:12.622397,124.43128620337676,124.10250658770597,125.77734245634025,123.98716049757046,43700841.14047354
2021-07-21 21:50:12.622397,128.36294266620027,125.43130659036413,130.0473458371195,125.13089620026322,61783220.151203066
2021-07-22 21:50:12.622397,127.85207918102748,128.67805761403866,129.47852519456433,126.42418397801646,56091277.47320334
2021-07-23 21:50:12.622397,135.46195791968512,128.32185744547957,137.26215701377484,128.0826447538853,80805905.05290303
2021-07-26 21:50:12.622397,137.5580326819858,135.91093389229496,139.48496855888095,134.91656636329193,59855045.24694608
2021-07-27 21:50:12.622397,137.57341675912235,139.76276409917466,141.2875484971955,134.972672916749,53215724.64359239
2021-07-28 21:50:12.622397,135.53963528395033,137.697935530812,140.4687903918386,135.4728029512432,58874031.55811281
2021-07-29 21:50:12.622397,137.36995657765388,134.66077463769778,138.77622593662232,133.6254491743161,45498464.118047655
2021-07-30 21:50:12.622397,137.41652854370633,137.64448216053822,137.987641685991,136.5807247914931,41711107.19863295
2021-08-02 21:50:12.622397,138.18673060832901,136.96899252776691,141.04131737639517,136.47163671073437,66637482.51454849
2021-08-03 21:50:12.622397,139.60880253830288,139.21362783166555,141.22331182536684,138.78052032644834,45812391.45960915
2021-08-04 21:50:12.622397,139.6824842762584,141.43243477863902,141.4662414347431,138.42724767772702,54421712.05308741
2021-08-05 21:50:12.622397,137.73692005815948,141.96698641872106,142.46587861901025,136.32438605082055,66592280.99188594
2021-08-06 21:50:12.622397,135.1468504351678,139.14299946008236,141.31837970152097,133.40258509591501,58599012.66966641
2021-08-09 21:50:12.622397,129.15861696150165,135.35553947998358,136.46332801602819,133.34670286651843,51880376.94673962
2021-08-10 21:50:12.622397,131.12692973963993,135.017911438898,138.00147703384187,133.52964985691156,59149181.86341687
2021-08-11 21:50:12.622397,131.46457181616861,136.08231700097485,136.94984149620254,135.609347103905,59116309.21176236
2021-08-12 21:50:12.622397,128.02620941719883,138.04132289765235,139.97294365273748,132.58962082129526,74431620.79019277
2021-08-13 21:50:12.622397,128.17063245620076,133.07990158177495,133.56916889905403,132.3818516583699,55409002.61870461
2021-08-16 21:50:12.622397,133.81167976264624,131.6847482459336,136.6217605079957,131.4324700340593,44728716.5066124
2021-08-17 21:50:12.622397,131.52886731271943,134.31570930142178,135.15586483096564,130.86301427361263,62568756.00449128
2021-08-18 21:50:12.622397,131.7400968035522,131.7795339658713,132.9460878886734,129.8334148741301,48979621.503862515
2021-08-19 21:50:12.622397,131.69219460828276,132.58965756692976,133.37506030010613,130.94404702980884,49593727.65193085
2021-08-20 21:50:12.622397,128.72114601602254,132.13545825587332,132.2987085700888,127.37001742860546,50334844.47980646
2021-08-23 21:50:12.622397,129.46464624195178,128.6320349513667,131.9945892505674,126.87934262643128,46345099.246276736
2021-08-24 21:50:12.622397,130.7310287375607,128.67212955167255,131.39219660684864,126.5611158550973,61242930.46128351
2021-08-25 21:50:12.622397,133.6117171316294,130.5943996102853,135.02654174153284,126.47799004247368,59776456.14985233
2021-08-26 21:50:12.622397,136.64146039937688,133.043519639917,138.6660269107049,131.54878363515058,56355029.62781446
2021-08-27 21:50:12.622397,133.28912156650958,136.24484253948987,138.91876636692874,132.96538626473853,59524094.173250675
2021-08-30 21:50:12.622397,131.15193325091295,133.6813770590008,133.68631748401856,128.4212205494884,66315789.055226736
2021-08-31 21:50:12.622397,132.67918462245322,132.24698927136345,134.02118553059054,131.515466165872,61345354.45584296
2021-09-01 21:50:12.622397,134.23571368170292,132.94100810630627,136.03645345078397,132.2122251034816,50746821.42448428
2021-09-02 21:50:12.622397,135.73138560141558,133.43306260014216,136.73916973811197,130.86654996865357,47042638.90976356
2021-09-03 21:50:12.622397,146.61813725153166,136.03311828241362,147.32968362732103,134.97938538401496,79789951.91619505
2021-09-06 21:50:12.622397,148.58044574261007,147.49537664927425,151.9285702836238,145.00390976512878,72052356.13656828
2021-09-07 21:50:12.622397,154.85317466381466,149.62367339793948,157.46247276793335,148.91855127770782,67792800.74405272
2021-09-08 21:50:12.622397,159.30486003592577,154.7494097452209,161.81975414383388,151.69235407967338,70123009.61039653
2021-09-09 21:50:12.622397,165.96686557895822,160.9258177171246,167.42706588437937,159.71710477808986,67982984.67392397
2021-09-10 21:50:12.622397,166.48358339823298,165.31553001485585,169.79171394130296,161.90162703169028,48791545.371125475
2021-09-13 21:50:12.622397,168.70466928740487,167.0232236465994,171.31357776219284,166.97569287713543,69225109.97250827
2021-09-14 21:50:12.622397,167.47172833164143,170.3057037377231,170.8764624944381,165.64846562166576,54167444.596126325
2021-09-15 21:50:12.622397,167.650495345265,169.51820954444744,170.0985345120675,168.80152978725184,42786619.81974671
2021-09-16 21:50:12.622397,166.6236803744522,168.59247760519915,171.21267516444155,165.54083152402112,45197314.1168452
2021-09-17 21:50:12.622397,167.12053915334764,167.9386119337384,170.25021051474928,167.33294487089282,52247874.765558325
2021-09-20 21:50:12.622397,177.04270752984334,169.41834642759613,177.7771966442913,167.9554298405565,86702417.58377154
2021-09-21 21:50:12.622397,167.86573984732905,176.7126705763273,177.53136011037282,167.81335987976328,70740141.71641229
2021-09-22 21:50:12.622397,169.65041518198518,169.31523017021348,171.438624240408,169.28472486184197,69228129.51967604
2021-09-23 21:50:12.622397,166.12615466695294,171.02163935144333,171.97617869904107,165.34099204761418,72442968.76688106
2021-09-24 21:50:12.622397,163.74446427790437,166.31278471446075,170.5197665206994,161.50630937351244,51448110.83524396
2021-09-27 21:50:12.622397,167.12776223986828,164.5079972086821,167.62347564884817,163.53317665436177,49056057.60087049
2021-09-28 21:50:12.622397,166.8485005118974,165.94252078495424,167.25114254171234,161.45478513957525,42739948.12245803
2021-09-29 21:50:12.622397,163.31267683849137,165.37955896206176,167.2831009771429,162.28399551503387,66258524.05051978
2021-09-30 21:50:12.622397,159.00295662426464,162.06688175515143,162.69298390982166,159.8248351296402,51337429.071303666
2021-10-01 21:50:12.622397,162.55861231831565,161.62295924386186,162.89099789774102,160.5993576858803,53147529.851575546
2021-10-04 21:50:12.622397,158.6094439329985,162.1100658463515,164.95586865680744,160.17530228627314,57310645.18319031
2021-10-05 21:50:12.622397,158.97361139254986,162.26082501398653,164.8132197977529,158.32236065195465,55759464.38965741
2021-10-06 21:50:12.622397,158.83275599741143,160.1263727274335,161.18445234386994,158.54913896344814,42639267.73102517
2021-10-07 21:50:12.622397,156.6875857479226,160.585171674707,160.8273946727766,157.955837209696,54671622.6926594
2021-10-08 21:50:12.622397,165.1415538729405,159.4906395707587,165.26367203183742,159.3645345615273,70823956.31767045
2021-10-11 21:50:12.622397,166.8701735210389,166.79800035676075,169.317028760233,165.83203292230445,61215350.40929823
2021-10-12 21:50:12.622397,162.44018883613654,170.29312203916837,170.62523617322626,161.65912152046533,77198604.98811503
2021-10-13 21:50:12.622397,163.54607798716543,163.42162502954034,164.78621857091102,162.283935975647,46380491.19579559
2021-10-14 21:50:12.622397,160.0458387357574,164.38348503571592,166.24202992563445,160.82554880347087,62661908.98851237
2021-10-15 21:50:12.622397,164.73393371363082,162.14141020055516,165.75975040843804,161.9985778152232,63994126.99728565
2021-10-18 21:50:12.622397,162.20045601821738,165.37504612326336,166.41613096352978,158.6808089770446,59039949.39265754
2021-10-19 21:50:12.622397,159.92130957977835,161.75344314552132,163.05445158053342,159.23690672991276,56204568.79495942
2021-10-20 21:50:12.622397,163.20340422589052,160.87583070213162,164.66465476881646,157.89666332441385,53192268.9537161
2021-10-21 21:50:12.622397,166.11603615197157,163.20065061120613,167.16518804087966,161.92182718013262,50333284.00735455
2021-10-22 21:50:12.622397,162.52164392444172,165.97468417743227,166.39487438171284,161.4187020648474,64978225.44750968
2021-10-25 21:50:12.622397,159.77388515552332,162.15334708619503,163.48356236026734,160.87416635699603,54028619.796632476
2021-10-26 21:50:12.622397,158.29483058421786,161.94970484423416,162.0041402935624,158.64474789783577,57696884.843064524
2021-10-27 21:50:12.622397,157.8002050157769,160.65750501510334,161.3880804188322,157.3902398610145,52922911.774756424
2021-10-28 21:50:12.622397,163.2232240762317,157.8699581396852,164.06615719107037,155.3463466912718,77781371.4621878
2021-10-29 21:50:12.622397,165.12687518020448,164.429060193729,165.4512943101926,163.11012790767677,57747705.82821314
